date,open,high,low,close,adjclose,volume,ticker,returns
2024-01-02,95.44999694824219,95.94999694824219,93.62000274658203,93.66999816894531,91.85356140136719,8859700,SBUX,
2024-01-03,93.95999908447266,94.23999786376953,93.05999755859375,93.2300033569336,91.4220962524414,7161700,SBUX,-0.004697286437629011
2024-01-04,93.0999984741211,94.58000183105469,93.0,93.55000305175781,91.73589324951172,7118600,SBUX,0.003432368157266774
2024-01-05,93.33000183105469,93.58000183105469,92.4800033569336,92.98999786376953,91.1867446899414,7189900,SBUX,-0.005986158949438547
2024-01-08,93.0199966430664,94.56999969482422,92.94999694824219,94.19000244140625,92.36347961425781,7536900,SBUX,0.01290466292293857
2024-01-09,93.61000061035156,93.7300033569336,92.86000061035156,93.08999633789062,91.28480529785156,6348500,SBUX,-0.011678586633437238
2024-01-10,93.01000213623047,93.69000244140625,92.87999725341797,93.5,91.68685913085938,5847700,SBUX,0.004404379398847302
2024-01-11,93.33000183105469,93.63999938964844,91.9000015258789,92.94000244140625,91.1377182006836,6483600,SBUX,-0.005989278701537426
2024-01-12,93.2300033569336,93.4000015258789,91.7699966430664,91.9800033569336,90.19632720947266,5638700,SBUX,-0.010329234551913036
2024-01-16,92.66000366210938,92.7300033569336,91.7300033569336,92.69999694824219,90.9023666381836,7493400,SBUX,0.007827718689187524
2024-01-17,91.66000366210938,91.95999908447266,91.4000015258789,91.7699966430664,89.99040222167969,6672900,SBUX,-0.010032366081900057
2024-01-18,91.95999908447266,93.43000030517578,91.81999969482422,93.33999633789062,91.52995300292969,7549500,SBUX,0.017107984660069686
2024-01-19,93.18000030517578,94.23999786376953,92.63999938964844,93.86000061035156,92.03987121582031,9556100,SBUX,0.005571076632342242
2024-01-22,93.80000305175781,93.91999816894531,92.80999755859375,93.06999969482422,91.26519775390625,9421000,SBUX,-0.00841680066471484
2024-01-23,93.02999877929688,93.6500015258789,91.7699966430664,91.97000122070312,90.1865234375,10227100,SBUX,-0.011819044565681502
2024-01-24,92.55000305175781,92.83999633789062,91.98999786376953,92.04000091552734,90.25516510009766,7661400,SBUX,0.0007611144274777271
2024-01-25,92.22000122070312,92.6500015258789,91.72000122070312,92.61000061035156,90.81411743164062,11991500,SBUX,0.006192956205501865
2024-01-26,92.91999816894531,93.48999786376953,92.41000366210938,92.80000305175781,91.00042724609375,9229400,SBUX,0.0020516406452222302
2024-01-29,93.0199966430664,93.93000030517578,92.23999786376953,93.80000305175781,91.98104095458984,12728100,SBUX,0.010775861714597879
2024-01-30,93.0,94.68000030517578,92.58999633789062,94.08000183105469,92.25560760498047,17625200,SBUX,0.00298506151585487
2024-01-31,98.27999877929688,98.36000061035156,93.0199966430664,93.02999877929688,91.22596740722656,26751800,SBUX,-0.011160746506397534
2024-02-01,93.0999984741211,93.5999984741211,91.87000274658203,93.37000274658203,91.55938720703125,15001500,SBUX,0.0036547777248903124
2024-02-02,92.69000244140625,93.61000061035156,91.66999816894531,92.98999786376953,91.1867446899414,11365900,SBUX,-0.0040698818853404095
2024-02-05,92.77999877929688,92.87000274658203,91.9000015258789,92.51000213623047,90.71605682373047,7335800,SBUX,-0.005161799532915956
2024-02-06,92.5,95.69999694824219,92.3499984741211,95.66999816894531,93.81477355957031,11531500,SBUX,0.034158425680948845
2024-02-07,96.23999786376953,96.66000366210938,94.43000030517578,95.30999755859375,93.46175384521484,9078000,SBUX,-0.0037629415411488676
2024-02-08,95.0999984741211,96.69000244140625,93.93000030517578,96.58999633789062,95.28679656982422,9888100,SBUX,0.013429847991654587
2024-02-09,96.31999969482422,97.98999786376953,96.29000091552734,97.30000305175781,95.98722076416016,9385600,SBUX,0.007350727205573504
2024-02-12,96.91999816894531,97.13999938964844,95.37999725341797,95.47000122070312,94.1819076538086,9224400,SBUX,-0.018807829122895692
2024-02-13,94.8499984741211,95.55999755859375,93.38999938964844,93.87000274658203,92.60350036621094,8138500,SBUX,-0.01675917517191905
2024-02-14,94.08000183105469,94.47000122070312,93.76000213623047,94.06999969482422,92.80079650878906,5510600,SBUX,0.0021305735846424145
2024-02-15,94.02999877929688,94.23999786376953,93.0,93.22000122070312,91.96227264404297,8878000,SBUX,-0.009035808194733708
2024-02-16,93.0999984741211,94.18000030517578,92.75,93.22000122070312,91.96227264404297,5734200,SBUX,0.0
2024-02-20,93.36000061035156,94.12000274658203,93.06999969482422,93.45999908447266,92.19902801513672,8844500,SBUX,0.0025745318668397577
